period_end,Revenue,OperatingIncome,Operating_Margin,price_at_period_end,shares_outstanding,market_cap,KBrand,Opex_Ratio,Selected_Margin,Benchmark_Margin,s_baseline_value,S_Surplus,s_total,V_Prod_base,K_Pi_prime,E_star,E_0,E_1,E_2,E_3,K_Pi_prime_lag,R_t,T_t,dK_Pi_prime,dK_Pi_prime_pct,PDI_t,PGR_t,Gate_C1,Gate_C2,Gate_C3,Speculative_Regime,Ticker,Raw_Configuration,Configuration,Regime,Phase,Source_File,CostOfRevenue
2011-03-31,13185000000,322000000.0,0.0244216913158892,9.006500244140625,,,1384425000.0,0,0.0244216913158892,,321999999.9999991,0.0,321999999.9999991,12863000000.0,,,0.0250330405037704,0.0,0.1076284692528959,,,0.0,inf,,,0.0,,False,False,False,False,AMZN,,Normal,Normal_Regime,Normal_Production,AMZN_raw.csv,
2011-06-30,12834000000,201000000.0,0.0156615240766713,10.224499702453612,,,1347570000.0,0,0.0156615240766713,,200999999.99999943,0.0,200999999.99999943,12633000000.0,,,0.0159107100451198,0.0,0.1066706245547376,,,0.0,inf,,,0.0,-0.0178807432169789,False,False,False,False,AMZN,,Normal,Normal_Regime,Normal_Production,AMZN_raw.csv,
2011-09-30,13806000000,79000000.0,0.0057221497899464,10.81149959564209,,,1449630000.0,0,0.0057221497899464,,79000000.0,0.0,79000000.0,13727000000.0,,,0.0057550812267793,0.0,0.1056042835288118,,,0.0,inf,,,0.0,0.0865985909918467,False,False,False,False,AMZN,,Normal,Normal_Regime,Normal_Production,AMZN_raw.csv,
2011-12-31,21268000000,,,8.654999732971191,,,2233140000.0,0,,,,0.0,,,,,,,,,,0.0,inf,,,0.0,,False,False,False,False,AMZN,,Normal,Normal_Regime,Normal_Production,AMZN_raw.csv,
2012-03-31,13185000000,192000000.0,0.0145620022753128,10.125499725341797,,,1384425000.0,0,0.0145620022753128,,191999999.99999923,0.0,191999999.99999923,12993000000.0,,,0.0147771877164626,0.0,0.1065516047102285,,,0.0,inf,,,0.0,,False,False,False,False,AMZN,,Normal,Normal_Regime,Normal_Production,AMZN_raw.csv,
2012-06-30,12834000000,107000000.0,0.0083372292348449,11.417499542236328,,,1347570000.0,0,0.0083372292348449,,106999999.99999943,0.0,106999999.99999943,12727000000.0,,,0.0084073230140645,0.0,0.1058827689164767,,,0.0,inf,,,0.0,-0.0204725621488494,False,False,False,False,AMZN,,Normal,Normal_Regime,Normal_Production,AMZN_raw.csv,
2012-09-30,13806000000,-28000000.0,-0.0020281037230189,12.715999603271484,,,1449630000.0,0,-0.0020281037230189,,0.0,0.0,0.0,13806000000.0,,,0.0,0.0,0.105,,,0.0,inf,,,0.0,0.0847803881511746,False,False,False,False,AMZN,,Normal,Normal_Regime,Normal_Production,AMZN_raw.csv,
2012-12-31,21268000000,405000000.0,0.0190426932480722,12.543499946594238,,,2233140000.0,0,0.0190426932480722,,404999999.9999996,0.0,404999999.9999996,20863000000.0,,,0.0194123568039112,0.0,0.1070382974644106,,,0.0,inf,,,0.0,0.5111545704766043,False,False,False,False,AMZN,,Normal,Normal_Regime,Normal_Production,AMZN_raw.csv,
2013-03-31,16070000000,181000000.0,0.0112632233976353,13.32450008392334,,,1687350000.0,0,0.0112632233976353,,180999999.99999928,0.0,180999999.99999928,15889000000.0,,,0.0113915287305682,0.0,0.1061961105167096,,,0.0,inf,,,0.0,-0.2384125005991468,False,False,False,False,AMZN,,Normal,Normal_Regime,Normal_Production,AMZN_raw.csv,
2013-06-30,15704000000,79000000.0,0.005030565461029,13.884499549865724,,,1648920000.0,0,0.005030565461029,,78999999.99999942,0.0,78999999.99999942,15625000000.0,,,0.0050559999999999,0.0,0.10553088,,,0.0,inf,,,0.0,-0.0166152684246962,False,False,False,False,AMZN,,Normal,Normal_Regime,Normal_Production,AMZN_raw.csv,
2013-09-30,17092000000,-25000000.0,-0.0014626725953662,15.631999969482422,,,1794660000.0,0,-0.0014626725953662,,0.0,0.0,0.0,17092000000.0,,,0.0,0.0,0.105,,,0.0,inf,,,0.0,0.0938879999999999,False,False,False,False,AMZN,,Normal,Normal_Regime,Normal_Production,AMZN_raw.csv,
2013-12-31,25587000000,510000000.0,0.0199319967170828,19.93950080871582,,,2686635000.0,0,0.0199319967170828,,509999999.9999976,0.0,509999999.9999976,25077000000.000004,,,0.0203373609283406,0.0,0.1071354228974757,,,0.0,inf,,,0.0,0.4671776269599814,False,False,False,False,AMZN,,Normal,Normal_Regime,Normal_Production,AMZN_raw.csv,
2014-03-31,19741000000,146000000.0,0.0073957752900055,16.818500518798828,,,2072805000.0,0,0.0073957752900055,,145999999.99999857,0.0,145999999.99999857,19595000000.000004,,,0.0074508803266138,0.0,0.1057823424342944,,,0.0,inf,,,0.0,-0.2186066913905171,False,False,False,False,AMZN,,Normal,Normal_Regime,Normal_Production,AMZN_raw.csv,
2014-06-30,19340000000,-15000000.0,-0.0007755946225439,16.23900032043457,,,2030700000.0,0,-0.0007755946225439,,0.0,0.0,0.0,19340000000.0,,,0.0,0.0,0.105,,,0.0,inf,,,0.0,-0.0130135238581272,False,False,False,False,AMZN,,Normal,Normal_Regime,Normal_Production,AMZN_raw.csv,
2014-09-30,20579000000,-544000000.0,-0.0264347150007288,16.121999740600586,,,2160795000.0,0,-0.0264347150007288,,0.0,0.0,0.0,20579000000.0,,,0.0,0.0,0.105,,,0.0,inf,,,0.0,0.0640641158221302,False,False,False,False,AMZN,,Normal,Normal_Regime,Normal_Production,AMZN_raw.csv,
2014-12-31,29328000000,591000000.0,0.0201513911620294,15.517499923706056,,,3079440000.0,0,0.0201513911620294,,590999999.9999983,0.0,590999999.9999983,28737000000.000004,,,0.0205658210669171,0.0,0.1071594112120263,,,0.0,inf,,,0.0,0.3964235385587251,False,False,False,False,AMZN,,Normal,Normal_Regime,Normal_Production,AMZN_raw.csv,
2015-03-31,22717000000,255000000.0,0.0112250737333274,18.604999542236328,,,2385285000.0,0,0.0112250737333274,,254999999.9999985,0.0,254999999.9999985,22462000000.000004,,,0.0113525064553467,0.0,0.1061920131778113,,,0.0,inf,,,0.0,-0.2183596060827504,False,False,False,False,AMZN,,Normal,Normal_Regime,Normal_Production,AMZN_raw.csv,
2015-06-30,23185000000,464000000.0,0.0200129394004744,21.70450019836425,,,2434425000.0,0,0.0200129394004744,,463999999.999999,0.0,463999999.999999,22721000000.0,,,0.0204216363716385,0.0,0.107144271819022,,,0.0,inf,,,0.0,0.0115305849879794,False,False,False,False,AMZN,,Normal,Normal_Regime,Normal_Production,AMZN_raw.csv,
2015-09-30,25358000000,406000000.0,0.0160107263979809,25.59449958801269,,,2662590000.0,0,0.0160107263979809,,405999999.9999997,0.0,405999999.9999997,24952000000.0,,,0.016271240782302,0.0,0.1067084802821417,,,0.0,inf,,,0.0,0.0981911007438052,False,False,False,False,AMZN,,Normal,Normal_Regime,Normal_Production,AMZN_raw.csv,
2015-12-31,35747000000,1108000000.0,0.0309956080230508,33.79449844360352,468762000.0,15841576679.42,3753435000.0,0,0.0309956080230508,,1107999999.999997,0.0,1107999999.999997,34639000000.0,-23658858320.58,-0.5426664545910679,0.0319870666012297,0.0,0.1083586419931291,-0.6830121631854269,,0.0,inf,,,0.0,0.3882253927540877,False,False,False,False,AMZN,,Normal,Normal_Regime,Normal_Production,AMZN_raw.csv,
2016-03-31,29128000000,1071000000.0,0.0367687448503158,29.68199920654297,470842000.0,13975531870.41,3058440000.0,0,0.0367687448503158,,1070999999.9999988,0.0,1070999999.9999988,28057000000.0,-18210908129.59,-0.5018878757383184,0.0381722921196136,0.0,0.1090080906725594,-0.6490682585304915,-23658858320.58,-0.0452684565538977,inf,5447950190.990002,0.2302710518474605,0.1642902566551672,-0.1900170328242731,False,False,True,False,AMZN,Other,Normal,Normal_Regime,Normal_Production,AMZN_raw.csv,
2016-06-30,30404000000,1285000000.0,0.0422641757663465,35.78099822998047,471828000.0,16882476832.86,3192420000.0,0,0.0422641757663465,,1284999999.999999,0.0,1284999999.999999,29119000000.000004,-16713943167.140003,-0.4202247043902607,0.0441292626807238,0.0,0.1096335725814759,-0.5739875396524606,-18210908129.59,-0.0705621043638162,inf,1496964962.449997,0.0822015547932863,0.4619037325575577,0.0378515165555835,False,False,True,False,AMZN,Other,Normal,Normal_Regime,Normal_Production,AMZN_raw.csv,
2016-09-30,32714000000,575000000.0,0.0175765727211591,41.865501403808594,474074000.0,19847345712.51,3434970000.0,0,0.0175765727211591,,574999999.9999988,0.0,574999999.9999988,32139000000.0,-16301624287.490002,-0.382452916627462,0.0178910358131864,0.0,0.1068785587603845,-0.507222511201033,-16713943167.140003,-0.0344024144542062,inf,412318879.6500015,0.0246691564956754,0.5823852980547009,0.1037123527593666,False,False,True,False,AMZN,Other,Normal,Normal_Regime,Normal_Production,AMZN_raw.csv,
2016-12-31,43741000000,1255000000.0,0.0286916165611211,37.493499755859375,475166000.0,17815636304.99,4592805000.0,0,0.0286916165611211,,1254999999.999998,0.0,1254999999.999998,42486000000.0,-30518168695.01,-0.580670425434496,0.0295391423057006,0.0,0.1081016099420985,-0.7183111776822954,-16301624287.490002,-0.0769861933919735,inf,-14216544407.519997,-0.8720937347592956,0.0811166595230144,0.3219453001026791,False,False,True,False,AMZN,Other,Normal,Normal_Regime,Normal_Production,AMZN_raw.csv,
2017-03-31,35714000000,1005000000.0,0.0281402251218009,44.32699966430664,477171000.0,21151558756.82,3749970000.0,0,0.0281402251218009,,1004999999.9999974,0.0,1004999999.9999974,34709000000.0,-18312411243.18,-0.3906030494448126,0.0289550260739288,0.0,0.1080402777377625,-0.5275983532565041,-30518168695.01,-0.032931202722014,inf,12205757451.829998,0.3999505204198492,0.0760743661871395,-0.183048533634609,False,False,True,False,AMZN,Other,Normal,Normal_Regime,Normal_Production,AMZN_raw.csv,
2017-06-30,37955000000,628000000.0,0.0165459096298247,48.400001525878906,477975008.0,23133991116.53,3985275000.0,0,0.0165459096298247,,627999999.9999965,0.0,627999999.9999965,37327000000.0,-18806283883.47,-0.3802343848546629,0.0168242826908135,0.0,0.1067665496825354,-0.5038252172280119,-18312411243.18,-0.0342936815725935,inf,-493872640.2900009,-0.0269692851329958,0.5597783361912295,0.0754271226483045,False,False,True,False,AMZN,Other,Normal,Normal_Regime,Normal_Production,AMZN_raw.csv,
2017-09-30,43744000000,347000000.0,0.0079325164594001,48.067501068115234,480380000.0,23090666163.1,4593120000.0,0,0.0079325164594001,,346999999.999998,0.0,346999999.999998,43397000000.0,-25246453836.9,-0.4679202211420145,0.0079959444201211,0.0,0.1058395741641127,-0.5817557397262484,-18806283883.47,-0.0184512794845661,inf,-6440169953.43,-0.3424477686998366,0.0511258746106153,0.1626168725051571,False,False,True,False,AMZN,Other,Normal,Normal_Regime,Normal_Production,AMZN_raw.csv,
2017-12-31,60453000000,2127000000.0,0.0351843580963723,58.4734992980957,,,6347565000.0,0,0.0351843580963723,,2126999999.9999945,0.0,2126999999.9999945,58326000000.0,,,0.0364674416212322,0.0,0.1088290813702294,,-25246453836.9,-0.0842494559331413,inf,,,0.0,0.3440099546051569,False,False,True,False,AMZN,,Normal,Normal_Regime,Normal_Production,AMZN_raw.csv,
2018-03-31,51042000000,1927000000.0,0.0377532228360957,72.36699676513672,,,5359410000.0,0,0.0377532228360957,,1926999999.999997,0.0,1926999999.999997,49115000000.0,,,0.0392344497607654,0.0,0.1091196172248803,,,0.0,inf,,,0.0,-0.1579227102835785,False,False,False,False,AMZN,,Normal,Normal_Regime,Normal_Production,AMZN_raw.csv,
2018-06-30,52886000000,2983000000.0,0.0564043414136066,84.98999786376953,,,5553030000.0,0,0.0564043414136066,,2982999999.9999986,0.0,2982999999.9999986,49903000000.0,,,0.0597759653728232,0.0,0.1112764763641464,,,0.0,inf,,,0.0,0.0160439784179986,False,False,False,False,AMZN,,Normal,Normal_Regime,Normal_Production,AMZN_raw.csv,
2017-05-31,2742141000,337103000.0,0.1229342327765056,14.050000190734863,144119008.0,2024872089.89,287924805.0,0,0.1229342327765056,,337102999.9999998,0.0,337102999.9999998,2405038000.0,-1005193715.11,-0.1580706459149501,0.1401653528967109,0.0,0.1197173620541546,-0.4179533608658158,,0.0,inf,,,0.0,,False,False,False,False,BBBY,,Normal,Normal_Regime,Normal_Production,BBBY_raw.csv,
2017-08-31,2936357000,168847000.0,0.0575022042619477,21.950000762939453,144119008.0,3163412335.55,308317485.0,0,0.0575022042619477,,168846999.99999997,0.0,168846999.99999997,2767510000.0,-81262149.44999981,0.1430536242145467,0.0610104389866703,0.0,0.1114060960936003,-0.0293629108657239,-1005193715.11,-0.1679745878450133,inf,923931565.66,0.9191577223091698,0.1545116323708475,0.1507136269780353,False,False,True,False,BBBY,Other,Normal,Normal_Regime,Normal_Production,BBBY_raw.csv,
2017-11-30,2954539000,168847000.0,0.0571483402317586,47.09999847412109,140310000.0,6608600785.9,310226595.0,0,0.0571483402317586,,168846999.99999982,0.0,168846999.99999982,2785692000.0,3343835190.9,1.3723372095335735,0.0606122284875714,0.0,0.111364283991195,1.200360697054807,-81262149.44999981,-2.077806225195785,inf,3425097340.3499994,42.14874161626065,0.0469809724386428,0.0065698046258189,True,True,True,True,BBBY,Other,Other,Speculative_Regime,Other,BBBY_raw.csv,
2018-03-31,3716264000,337103000.0,0.0907101863592037,36.25,,,390207720.0,0,0.0907101863592037,,337102999.9999998,0.0,337102999.9999998,3379161000.0000005,,,0.0997593781414971,0.0,0.1154747347048572,,3343835190.9,0.1008132819815404,9.919327893551827,,,0.0,0.2130418581810194,False,False,True,False,BBBY,,Normal,Normal_Regime,Normal_Production,BBBY_raw.csv,
2018-06-30,2753667000,81229000.0,0.0294984832951842,33.650001525878906,,,289135035.0,0,0.0294984832951842,,81228999.99999999,0.0,81228999.99999999,2672438000.0,,,0.0303950924212273,0.0,0.1081914847042288,,,0.0,inf,,,0.0,-0.2091415591029846,False,False,False,False,BBBY,,Normal,Normal_Regime,Normal_Production,BBBY_raw.csv,
2018-09-30,2935018000,78858000.0,0.0268679783224498,27.700000762939453,,,308176890.0,0,0.0268679783224498,,78857999.99999997,0.0,78857999.99999997,2856160000.0,,,0.027609797770433,0.0,0.1078990287658954,,,0.0,inf,,,0.0,0.0687469643823355,False,False,False,False,BBBY,,Normal,Normal_Regime,Normal_Production,BBBY_raw.csv,
2018-12-31,3032231000,49513000.0,0.0163289010632765,13.579999923706056,138050000.0,1874718989.47,318384255.0,0,0.0163289010632765,,49512999.99999996,0.0,49512999.99999996,2982718000.0,-1475896265.53,-0.3714729352657542,0.0165999601705558,0.0,0.1067429958179083,-0.4948158912542184,,0.0,inf,,,0.0,0.0443105428267323,False,False,False,False,BBBY,,Normal,Normal_Regime,Normal_Production,BBBY_raw.csv,
2019-03-31,3307881000,-296735000.0,-0.089705464011553,16.6200008392334,137472000.0,2284784755.37,347327505.0,0,-0.089705464011553,,0.0,0.0,0.0,3307881000.0,-1370423749.63,-0.309290523035744,0.0,0.0,0.105,-0.414290523035744,-1475896265.53,-0.0,inf,105472515.89999986,0.0714633666087123,0.0,0.1090156696006796,False,False,True,False,BBBY,C2,Normal,Normal_Regime,Normal_Production,BBBY_raw.csv,
2019-06-30,2572989000,-406842000.0,-0.1581203806156964,13.600000381469728,132089000.0,1796410450.39,270163845.0,0,-0.1581203806156964,,0.0,0.0,0.0,2572989000.0,-1046742394.61,-0.3018196150896874,0.0,0.0,0.105,-0.4068196150896875,-1370423749.63,-0.0,inf,323681355.0200002,0.2361907075146579,0.0,-0.2221639774828658,False,False,True,False,BBBY,C2,Normal,Normal_Regime,Normal_Production,BBBY_raw.csv,
2019-08-31,2719447000,-182258000.0,-0.0670202434539081,15.729999542236328,115104000.0,1810585867.31,285541935.0,0,-0.0670202434539081,,0.0,0.0,0.0,2719447000.0,-1194403067.69,-0.3342080697619773,0.0,0.0,0.105,-0.4392080697619773,-1046742394.61,-0.0,inf,-147660673.08000016,-0.1410668697860625,0.0,0.0569213471180793,False,False,True,False,BBBY,C6,Normal,Normal_Regime,Normal_Production,BBBY_raw.csv,
2019-11-30,2759322000,-29758000.0,-0.0107845333020212,7.590000152587891,126566000.0,960635959.31,289728810.0,0,-0.0107845333020212,,0.0,0.0,0.0,2759322000.0,-2088414850.69,-0.6518579711574075,0.0,0.0,0.105,-0.7568579711574075,-1194403067.69,-0.0,inf,-894011783.0,-0.7485009099390854,0.0,0.0146629075690756,False,False,True,False,BBBY,C1,Normal,Normal_Regime,Normal_Production,BBBY_raw.csv,
2020-02-29,3106822000,-81206000.0,-0.0261379634880916,6.460000038146973,126961000.0,820168064.84,326216310.0,0,-0.0261379634880916,,0.0,0.0,0.0,3106822000.0,-2612870245.16,-0.7360106034912847,0.0,0.0,0.105,-0.8410106034912846,-2088414850.69,-0.0,inf,-524455394.4699998,-0.2511260606563503,0.0,0.1259367337338666,False,False,True,False,BBBY,C1,Normal,Normal_Regime,Normal_Production,BBBY_raw.csv,
2020-05-31,1307447000,-460929000.0,-0.3525412502380594,18.3700008392334,126553000.0,2324778716.21,137281935.0,0,-0.3525412502380594,,0.0,0.0,0.0,1307447000.0,880049781.21,0.7781055111297055,0.0,0.0,0.105,0.6731055111297055,-2612870245.16,-0.0,inf,3492920026.37,1.3368134268589025,0.0,-0.5791690029232444,False,True,True,False,BBBY,C2,Normal,Normal_Regime,Normal_Production,BBBY_raw.csv,
2020-08-31,2687968000,270543000.0,0.1006496357099489,87.5,126034000.0,11027975000.0,282236640.0,0,0.1006496357099489,,270542999.99999994,0.0,270542999.99999994,2417425000.0,8057770360.0,3.5618685171204896,0.111913709835879,0.0,0.1167509395327673,3.3332038677518434,880049781.21,0.3074178367819424,3.252901687384261,7177720578.79,8.156039274188776,0.0363229626795713,0.8489659619089722,True,True,True,True,BBBY,C3,C3,Speculative_Regime,Accumulation_Phase,BBBY_raw.csv,
2020-11-30,2618472000,-122849000.0,-0.0469162931663962,67.48999786376953,126008000.0,8504279650.82,274939560.0,0,-0.0469162931663962,,0.0,0.0,0.0,2618472000.0,5610868090.82,2.247802401866432,0.0,0.0,0.105,2.142802401866432,8057770360.0,0.0,inf,-2446902269.1800003,-0.3036698937620258,0.0,0.0831657652253947,True,True,True,True,BBBY,C1,C1,Speculative_Regime,Redistributive_Collapse,BBBY_raw.csv,
2021-05-31,1953812000,-71872000.0,-0.0367855249123252,85.43000030517578,106633000.0,9109657222.54,205150260.0,0,-0.0367855249123252,,0.0,0.0,0.0,1953812000.0,6950694962.540001,3.6625044899611634,0.0,0.0,0.105,3.5575044899611634,5610868090.82,0.0,inf,1339826871.7200012,0.2387913688279548,0.0,-0.2538350610585105,True,True,True,True,BBBY,C2,C2,Speculative_Regime,Accumulation_Phase,BBBY_raw.csv,
2021-08-31,1984696000,-84114000.0,-0.0423813017207673,72.1500015258789,104514000.0,7540685259.48,208393080.0,0,-0.0423813017207673,,0.0,0.0,0.0,1984696000.0,5347596179.48,2.7994157591288538,0.0,0.0,0.105,2.694415759128854,6950694962.540001,0.0,inf,-1603098783.0600014,-0.2306386327841639,0.0,0.0158070479657204,True,True,True,True,BBBY,C1,C1,Speculative_Regime,Redistributive_Collapse,BBBY_raw.csv,
2021-11-30,1877874000,-86111000.0,-0.0458555792348155,89.26000213623047,101060000.0,9020615815.89,197176770.0,0,-0.0458555792348155,,0.0,0.0,0.0,1877874000.0,6945565045.889999,3.803632094533498,0.0,0.0,0.105,3.6986320945334974,5347596179.48,0.0,inf,1597968866.4099998,0.2988200329227901,0.0,-0.053822852467078,True,True,True,True,BBBY,C2,C2,Speculative_Regime,Accumulation_Phase,BBBY_raw.csv,
2022-05-31,1463418000,-339158000.0,-0.2317574336245693,30.989999771118164,79845800.0,2474421323.72,153658890.0,0,-0.2317574336245693,,0.0,0.0,0.0,1463418000.0,857344433.7199998,0.6908506822520973,0.0,0.0,0.105,0.5858506822520974,6945565045.889999,0.0,inf,-6088220612.17,-0.8765623202640183,0.0,-0.2207049035238786,False,True,True,False,BBBY,C1,Normal,Normal_Regime,Normal_Production,BBBY_raw.csv,
2022-08-31,1437018000,-346202000.0,-0.2409169544153239,26.100000381469727,79957600.0,2086893390.5,150886890.0,0,-0.2409169544153239,,0.0,0.0,0.0,1437018000.0,498988500.5,0.4522388658318824,0.0,0.0,0.105,0.3472388658318824,857344433.7199998,0.0,inf,-358355933.2199998,-0.4179836237637898,0.0,-0.0180399585080954,False,True,True,False,BBBY,C1,Normal,Normal_Regime,Normal_Production,BBBY_raw.csv,
2022-11-30,1259112000,-450933000.0,-0.3581357337552179,26.6200008392334,117300000.0,3122526098.44,132206760.0,0,-0.3581357337552179,,0.0,0.0,0.0,1259112000.0,1731207338.44,1.4799430856349556,0.0,0.0,0.105,1.3749430856349554,498988500.5,0.0,inf,1232218837.94,2.469433337051422,0.0,-0.123802207070475,True,True,True,True,BBBY,C2,C2,Speculative_Regime,Accumulation_Phase,BBBY_raw.csv,
2008-08-31,9801000000,339000000.0,0.03458830731558,25.468725204467773,,,1029105000.0,0,0.03458830731558,,338999999.9999996,0.0,338999999.9999996,9462000000.0,,,0.0358275206087507,0.0,0.1087618896639188,,,0.0,inf,,,0.0,,False,False,False,False,BBY,,Normal,Normal_Regime,Normal_Production,BBY_raw.csv,7420000000.0
2008-11-30,11500000000,274000000.0,0.0238260869565217,11.829636573791504,,,1207500000.0,0,0.0238260869565217,,273999999.9999995,0.0,273999999.9999995,11226000000.0,,,0.024407625155888,0.0,0.1075628006413682,,,0.0,inf,,,0.0,0.1864299302473049,False,False,False,False,BBY,,Normal,Normal_Regime,Normal_Production,BBY_raw.csv,8639000000.0
2009-05-31,10095000000,296000000.0,0.029321446260525,20.218555450439453,,,1059975000.0,0,0.029321446260525,,295999999.9999999,0.0,295999999.9999999,9799000000.0,,,0.0302071639963261,0.0,0.1081717522196142,,,0.0,inf,,,0.0,-0.1271156244432567,False,False,False,False,BBY,,Normal,Normal_Regime,Normal_Production,BBY_raw.csv,7538000000.0
2009-08-31,11022000000,280000000.0,0.0254037379785882,20.98467445373535,,,1157310000.0,0,0.0254037379785882,,279999999.9999991,0.0,279999999.9999991,10742000000.0,,,0.0260659095140568,0.0,0.1077369204989759,,,0.0,inf,,,0.0,0.096234309623431,False,False,False,False,BBY,,Normal,Normal_Regime,Normal_Production,BBY_raw.csv,8338000000.0
2009-11-30,12024000000,376000000.0,0.0312707917498336,24.86733627319336,,,1262520000.0,0,0.0312707917498336,,375999999.9999992,0.0,375999999.9999992,11648000000.0,,,0.0322802197802197,0.0,0.108389423076923,,,0.0,inf,,,0.0,0.08434183578477,False,False,False,False,BBY,,Normal,Normal_Regime,Normal_Production,BBY_raw.csv,9082000000.0
2010-02-28,16553000000,1283000000.0,0.0775086087114118,21.265899658203125,,,1738065000.0,0,0.0775086087114118,,1282999999.9999995,0.0,1282999999.9999995,15270000000.0,,,0.0840209561231171,0.0,0.1138222003929273,,,0.0,inf,,,0.0,0.3109546703296704,False,False,False,False,BBY,,Normal,Normal_Regime,Normal_Production,BBY_raw.csv,
2010-05-31,10787000000,348000000.0,0.0322610549735793,24.69242477416992,,,1132635000.0,0,0.0322610549735793,,347999999.9999999,0.0,347999999.9999999,10439000000.0,,,0.0333365264872114,0.0,0.1085003352811572,,,0.0,inf,,,0.0,-0.3163719711853306,False,False,False,False,BBY,,Normal,Normal_Regime,Normal_Production,BBY_raw.csv,7994000000.0
2010-08-31,11339000000,456000000.0,0.0402151865243848,18.4216251373291,,,1190595000.0,0,0.0402151865243848,,455999999.9999992,0.0,455999999.9999992,10883000000.0,,,0.0419002113387851,0.0,0.1093995221905724,,,0.0,inf,,,0.0,0.0425328096560972,False,False,False,False,BBY,,Normal,Normal_Regime,Normal_Production,BBY_raw.csv,8421000000.0
2010-11-30,11890000000,433000000.0,0.036417157275021,25.16321563720703,,,1248450000.0,0,0.036417157275021,,432999999.9999997,0.0,432999999.9999997,11457000000.0,,,0.0377934886968665,0.0,0.1089683163131709,,,0.0,inf,,,0.0,0.0527428098869797,False,False,False,False,BBY,,Normal,Normal_Regime,Normal_Production,BBY_raw.csv,8907000000.0
