period_end,Revenue,OperatingIncome,CostOfRevenue,Operating_Margin,price_at_period_end,shares_outstanding,market_cap,KBrand,Opex_Ratio,Selected_Margin,Benchmark_Margin,s_baseline_value,S_Surplus,s_total,V_Prod_base,K_Pi_prime,E_star,E_0,E_1,E_2,E_3,K_Pi_prime_lag,R_t,T_t,dK_Pi_prime,dK_Pi_prime_pct,PDI_t,PGR_t,Gate_C1,Gate_C2,Gate_C3,Speculative_Regime,Ticker,Raw_Configuration,Configuration,Regime,Phase
2011-07-31,108638000000,6383000000.0,81770000000,0.0587547635265744,13.036381721496582,,,11406990000.0,0,0.0587547635265744,,6382999999.9999895,0.0,6382999999.9999895,102255000000.00002,,,0.062422375433964,0.0,0.1115543494205662,,,0.0,inf,,,0.0,0.0485648950460935,False,False,False,False,WMT,N/A,Normal,Normal_Regime,Normal_Production
2011-10-31,109516000000,5878000000.0,82591000000,0.0536725227364038,14.129631042480469,,,11499180000.0,0,0.0536725227364038,,5877999999.999998,0.0,5877999999.999998,103638000000.0,,,0.0567166483336227,0.0,0.1109552480750303,,,0.0,inf,,,0.0,0.0135250110019069,False,False,False,False,WMT,N/A,Normal,Normal_Regime,Normal_Production
2012-01-31,122285000000,,92589000000,,15.381019592285156,,,12839925000.0,0,,,,0.0,,,,,,,,,,0.0,inf,,,0.0,,False,False,False,False,WMT,N/A,Normal,Normal_Regime,Normal_Production
2012-04-30,112272000000,6387000000.0,85186000000,0.0568886276186404,14.865723609924316,,,11788560000.0,0,0.0568886276186404,,6386999999.999995,0.0,6386999999.999995,105885000000.0,,,0.0603201586627,0.0,0.1113336166595835,,,0.0,inf,,,0.0,,False,False,False,False,WMT,N/A,Normal,Normal_Regime,Normal_Production
2012-07-31,113534000000,6698000000.0,85657000000,0.0589955431853013,18.90958595275879,,,11921070000.0,0,0.0589955431853013,,6697999999.999998,0.0,6697999999.999998,106836000000.0,,,0.0626942229211127,0.0,0.1115828934067168,,,0.0,inf,,,0.0,0.0089814421306133,False,False,False,False,WMT,N/A,Normal,Normal_Regime,Normal_Production
2012-10-31,113204000000,6116000000.0,85517000000,0.0540263594925974,19.16255760192871,,,11886420000.0,0,0.0540263594925974,,6115999999.999996,0.0,6115999999.999996,107088000000.0,,,0.0571119079635439,0.0,0.1109967503361721,,,0.0,inf,,,0.0,0.0023587554756823,False,False,False,False,WMT,N/A,Normal,Normal_Regime,Normal_Production
2013-01-31,127104000000,,96128000000,,17.9666690826416,,,13345920000.0,0,,,,0.0,,,,,,,,,,0.0,inf,,,0.0,,False,False,False,False,WMT,N/A,Normal,Normal_Regime,Normal_Production
2013-04-30,113429000000,6456000000.0,86027000000,0.0569166615239489,20.091184616088867,,,11910045000.0,0,0.0569166615239489,,6456000000.0,0.0,6456000000.0,106973000000.0,,,0.0603516775261047,0.0,0.111336926140241,,,0.0,inf,,,0.0,,False,False,False,False,WMT,N/A,Normal,Normal_Regime,Normal_Production
2013-07-31,116216000000,6793000000.0,87455000000,0.0584515040958215,20.268898010253903,,,12202680000.0,0,0.0584515040958215,,6792999999.999991,0.0,6792999999.999991,109423000000.00002,,,0.0620801842391452,0.0,0.1115184193451102,,,0.0,inf,,,0.0,0.0229029755171867,False,False,False,False,WMT,N/A,Normal,Normal_Regime,Normal_Production
2013-10-31,114876000000,6310000000.0,86687000000,0.0549287927852641,20.08062744140625,,,12061980000.0,0,0.0549287927852641,,6309999999.999999,0.0,6309999999.999999,108566000000.0,,,0.0581213271189875,0.0,0.1111027393474936,,,0.0,inf,,,0.0,-0.0078319914460398,False,False,False,False,WMT,N/A,Normal,Normal_Regime,Normal_Production
2014-01-31,128786000000,,97971000000,,19.65277862548828,,,13522530000.0,0,,,,0.0,,,,,,,,,,0.0,inf,,,0.0,,False,False,False,False,WMT,N/A,Normal,Normal_Regime,Normal_Production
2014-04-30,114167000000,6193000000.0,86714000000,0.054245097094607,21.1118106842041,,,11987535000.0,0,0.054245097094607,,6192999999.999997,0.0,6192999999.999997,107974000000.0,,,0.0573564006149628,0.0,0.1110224220645711,,,0.0,inf,,,0.0,,False,False,False,False,WMT,N/A,Normal,Normal_Regime,Normal_Production
2014-07-31,119336000000,6740000000.0,90010000000,0.0564791848226855,19.60888862609864,,,12530280000.0,0,0.0564791848226855,,6739999999.999996,0.0,6739999999.999996,112596000000.0,,,0.0598600305517069,0.0,0.1112853032079292,,,0.0,inf,,,0.0,0.0428066015892714,False,False,False,False,WMT,N/A,Normal,Normal_Regime,Normal_Production
2014-10-31,118076000000,6265000000.0,89247000000,0.0530590467156746,20.459667205810547,,,12397980000.0,0,0.0530590467156746,,6264999999.999994,0.0,6264999999.999994,111811000000.0,,,0.0560320540912789,0.0,0.1108833656795843,,,0.0,inf,,,0.0,-0.006971828484138,False,False,False,False,WMT,N/A,Normal,Normal_Regime,Normal_Production
2015-01-31,130650000000,,99115000000,,22.92350959777832,,,13718250000.0,0,,,,0.0,,,,,,,,,,0.0,inf,,,0.0,,False,False,False,False,WMT,N/A,Normal,Normal_Regime,Normal_Production
2015-04-30,114002000000,5680000000.0,86483000000,0.0498236873037315,21.180583953857425,,,11970210000.0,0,0.0498236873037315,,5679999999.999998,0.0,5679999999.999998,108322000000.0,,,0.0524362548697402,0.0,0.1105058067613227,,,0.0,inf,,,0.0,,False,False,False,False,WMT,N/A,Normal,Normal_Regime,Normal_Production
2015-07-31,119330000000,6069000000.0,90056000000,0.0508589625408531,19.65663146972656,,,12529650000.0,0,0.0508589625408531,,6069000000.0,0.0,6069000000.0,113261000000.0,,,0.0535841993272176,0.0,0.1106263409293578,,,0.0,inf,,,0.0,0.0455955392256419,False,False,False,False,WMT,N/A,Normal,Normal_Regime,Normal_Production
2015-10-31,116598000000,5714000000.0,87446000000,0.0490059863805554,15.738112449645996,,,12242790000.0,0,0.0490059863805554,,5713999999.999999,0.0,5713999999.999999,110884000000.0,,,0.0515313300385988,0.0,0.1104107896540528,,,0.0,inf,,,0.0,-0.0209869240073812,False,False,False,False,WMT,N/A,Normal,Normal_Regime,Normal_Production
2016-01-31,128684000000,,96999000000,,18.39846420288086,3201890000.0,58909858546.56,13511820000.0,0,,,,0.0,,,,,,,,,,0.0,inf,,,0.0,,False,False,False,False,WMT,N/A,Normal,Normal_Regime,Normal_Production
2016-04-30,114986000000,5275000000.0,86544000000,0.045875150018263,18.6771240234375,3138770000.0,58623196571.04,12073530000.0,0,0.045875150018263,,5274999999.9999895,0.0,5274999999.9999895,109711000000.0,-68436333428.959984,-0.4656579871568028,0.0480808670051315,0.0,0.1100484910355388,-0.6237873451974733,,0.0,inf,,,0.0,,False,False,False,False,WMT,N/A,Normal,Normal_Regime,Normal_Production
2016-07-31,119405000000,6165000000.0,89485000000,0.0516310037268121,20.53010940551757,3116650000.0,63985165478.71,12537525000.0,0,0.0516310037268121,,6164999999.999999,0.0,6164999999.999999,113240000000.0,-67957359521.29,-0.4349596831622218,0.0544418933239138,0.0,0.1107163987990109,-0.6001179752851467,-68436333428.959984,-0.0900837273288398,inf,478973907.6699829,0.0069988248006766,0.9279085206645616,0.0321663278978407,False,False,True,False,WMT,Other,Normal,Normal_Regime,Normal_Production
2016-10-31,117176000000,5119000000.0,87484000000,0.0436864204273912,19.83498191833496,3073190000.0,60956668081.61,12303480000.0,0,0.0436864204273912,,5118999999.999991,0.0,5118999999.999991,112057000000.0,-68522811918.389984,-0.4560208815012895,0.0456821082127844,0.0,0.1097966213623423,-0.6114996110764164,-67957359521.29,-0.0753266465333498,inf,-565452397.0999832,-0.00832069405114,0.9005264962041974,-0.0104468385729423,False,False,True,False,WMT,Other,Normal,Normal_Regime,Normal_Production
2017-01-31,129750000000,,97743000000,,19.04114532470703,3073190000.0,58517057400.44,13623750000.0,0,,,,0.0,,,,,,,,,-68522811918.389984,0.0,inf,,,0.0,,False,False,False,False,WMT,N/A,Normal,Normal_Regime,Normal_Production
2017-04-30,116526000000,5237000000.0,87688000000,0.0449427595558072,21.60682487487793,3031559936.0,65502384634.85,12235230000.0,0,0.0449427595558072,,5236999999.9999895,0.0,5236999999.9999895,111289000000.00002,-63258845365.15,-0.4114208534998967,0.0470576606852428,0.0,0.1099410543719505,-0.5684195685570901,,0.0,inf,,,0.0,,False,False,False,False,WMT,N/A,Normal,Normal_Regime,Normal_Production
2017-07-31,121949000000,5969000000.0,91521000000,0.0489466908297731,23.14306259155273,3031559936.0,70159581348.89,12804645000.0,0,0.0489466908297731,,5969000000.0,0.0,5969000000.0,115980000000.0,-64594063651.11,-0.3950717248759269,0.0514657699603379,0.0,0.1104039058458355,-0.5569414006821004,-63258845365.15,-0.0943583457071505,inf,-1335218285.959999,-0.0211072187336442,0.8171990165564295,0.0421515154238063,False,False,True,False,WMT,Other,Normal,Normal_Regime,Normal_Production
2017-10-31,122136000000,4764000000.0,91547000000,0.0390056985655335,25.419811248779297,2950840064.0,75009797452.22,12824280000.0,0,0.0390056985655335,,4764000000.0,0.0,4764000000.0,117372000000.0,-59950482547.78,-0.3609225585981324,0.0405888968408138,0.0,0.1092618341682854,-0.5107732896072317,-64594063651.11,-0.073752907476632,inf,4643581103.330002,0.0718886665562835,0.5064000987792374,0.0120020693222968,False,False,True,False,WMT,Other,Normal,Normal_Regime,Normal_Production
2018-01-31,135150000000,,102640000000,,31.19955444335937,,,14190750000.0,0,,,,0.0,,,,,,,,,-59950482547.78,0.0,inf,,,0.0,,False,False,False,False,WMT,N/A,Normal,Normal_Regime,Normal_Production
2018-04-30,121630000000,5154000000.0,91707000000,0.0423744142070212,26.044721603393555,,,12771150000.0,0,0.0423744142070212,,5153999999.999989,0.0,5153999999.999989,116476000000.00002,,,0.0442494591160409,0.0,0.1096461932071843,,,0.0,inf,,,0.0,,False,False,False,False,WMT,N/A,Normal,Normal_Regime,Normal_Production
2018-07-31,127059000000,5750000000.0,95571000000,0.0452545667760646,26.43693351745605,,,13341195000.0,0,0.0452545667760646,,5749999999.999991,0.0,5749999999.999991,121309000000.0,,,0.0473996158570262,0.0,0.1099769596649877,,,0.0,inf,,,0.0,0.0414935265634119,False,False,False,False,WMT,N/A,Normal,Normal_Regime,Normal_Production
