period_end,Revenue,OperatingIncome,Operating_Margin,price_at_period_end,shares_outstanding,market_cap,KBrand,Opex_Ratio,Selected_Margin,Benchmark_Margin,s_baseline_value,S_Surplus,s_total,V_Prod_base,K_Pi_prime,E_star,E_0,E_1,E_2,E_3,K_Pi_prime_lag,R_t,T_t,dK_Pi_prime,dK_Pi_prime_pct,PDI_t,PGR_t,Gate_C1,Gate_C2,Gate_C3,Speculative_Regime,Ticker,Raw_Configuration,Configuration,Regime,Phase
2012-01-31,8724000000,,,19.69464874267578,,,916020000.0,0,,,,0.0,,,,,,,,,,0.0,inf,,,0.0,,False,False,False,False,M,N/A,Normal,Normal_Regime,Normal_Production
2012-04-30,6143000000,391000000.0,0.0636496825655217,24.101438522338867,,,645015000.0,0,0.0636496825655217,,390999999.99999976,0.0,390999999.99999976,5752000000.0,,,0.0679763560500695,0.0,0.1121375173852573,,,0.0,inf,,,0.0,,False,False,False,False,M,N/A,Normal,Normal_Regime,Normal_Production
2012-07-31,6118000000,554000000.0,0.0905524681268388,21.172611236572266,,,642390000.0,0,0.0905524681268388,,553999999.9999998,0.0,553999999.9999998,5564000000.0,,,0.0995686556434219,0.0,0.1154547088425593,,,0.0,inf,,,0.0,-0.0326842837273991,False,False,False,False,M,N/A,Normal,Normal_Regime,Normal_Production
2012-10-31,6075000000,325000000.0,0.0534979423868312,22.6051082611084,,,637875000.0,0,0.0534979423868312,,324999999.9999995,0.0,324999999.9999995,5750000000.000001,,,0.0565217391304346,0.0,0.1109347826086956,,,0.0,inf,,,0.0,0.0334291876347951,False,False,False,False,M,N/A,Normal,Normal_Regime,Normal_Production
2013-02-28,9350000000,,,24.53050804138184,,,981750000.0,0,,,,0.0,,,,,,,,,,0.0,inf,,,0.0,,False,False,False,False,M,N/A,Normal,Normal_Regime,Normal_Production
2013-05-31,6387000000,435000000.0,0.068107092531705,28.98984718322754,,,670635000.0,0,0.068107092531705,,434999999.9999998,0.0,434999999.9999998,5952000000.0,,,0.0730846774193548,0.0,0.1126738911290322,,,0.0,inf,,,0.0,,False,False,False,False,M,N/A,Normal,Normal_Regime,Normal_Production
2013-08-31,6066000000,534000000.0,0.0880316518298714,26.782873153686523,,,636930000.0,0,0.0880316518298714,,533999999.9999999,0.0,533999999.9999999,5532000000.0,,,0.0965292841648589,0.0,0.1151355748373102,,,0.0,inf,,,0.0,-0.0705645161290322,False,False,False,False,M,N/A,Normal,Normal_Regime,Normal_Production
2013-11-30,6276000000,360000000.0,0.0573613766730401,32.28675842285156,,,658980000.0,0,0.0573613766730401,,359999999.9999997,0.0,359999999.9999997,5916000000.0,,,0.0608519269776875,0.0,0.1113894523326572,,,0.0,inf,,,0.0,0.06941431670282,False,False,False,False,M,N/A,Normal,Normal_Regime,Normal_Production
2014-02-28,9202000000,,,35.245487213134766,,,966210000.0,0,,,,0.0,,,,,,,,,,0.0,inf,,,0.0,,False,False,False,False,M,N/A,Normal,Normal_Regime,Normal_Production
2014-05-31,6279000000,443000000.0,0.070552635770027,36.63746643066406,,,659295000.0,0,0.070552635770027,,442999999.9999995,0.0,442999999.9999995,5836000000.0,,,0.0759081562714187,0.0,0.1129703564084989,,,0.0,inf,,,0.0,,False,False,False,False,M,N/A,Normal,Normal_Regime,Normal_Production
2014-08-31,6267000000,571000000.0,0.0911121748843146,38.30930709838867,,,658035000.0,0,0.0911121748843146,,570999999.9999996,0.0,570999999.9999996,5696000000.000001,,,0.1002457865168538,0.0,0.1155258075842696,,,0.0,inf,,,0.0,-0.0239890335846468,False,False,False,False,M,N/A,Normal,Normal_Regime,Normal_Production
2014-11-30,6195000000,422000000.0,0.0681194511702986,40.13030624389648,,,650475000.0,0,0.0681194511702986,,421999999.9999999,0.0,421999999.9999999,5773000000.0,,,0.0730989087129741,0.0,0.1126753854148622,,,0.0,inf,,,0.0,0.0135182584269661,False,False,False,False,M,N/A,Normal,Normal_Regime,Normal_Production
2015-01-31,9364000000,,,39.69852828979492,,,983220000.0,0,,,,0.0,,,,,,,,,,0.0,inf,,,0.0,,False,False,False,False,M,N/A,Normal,Normal_Regime,Normal_Production
2015-05-31,6232000000,409000000.0,0.0656290115532734,41.81314468383789,,,654360000.0,0,0.0656290115532734,,408999999.9999998,0.0,408999999.9999998,5823000000.0,,,0.0702387085694658,0.0,0.1123750643997939,,,0.0,inf,,,0.0,,False,False,False,False,M,N/A,Normal,Normal_Regime,Normal_Production
2015-08-31,6104000000,436000000.0,0.0714285714285714,36.796722412109375,,,640920000.0,0,0.0714285714285714,,435999999.9999998,0.0,435999999.9999998,5668000000.0,,,0.0769230769230768,0.0,0.113076923076923,,,0.0,inf,,,0.0,-0.0266185814872058,False,False,False,False,M,N/A,Normal,Normal_Regime,Normal_Production
2015-10-31,5874000000,258000000.0,0.0439223697650663,32.20499038696289,,,616770000.0,0,0.0439223697650663,,257999999.99999943,0.0,257999999.99999943,5616000000.000001,,,0.0459401709401708,0.0,0.1098237179487179,,,0.0,inf,,,0.0,-0.0091743119266053,False,False,False,False,M,N/A,Normal,Normal_Regime,Normal_Production
2016-01-31,8869000000,,,25.772661209106445,314368000.0,8102099958.98,931245000.0,0,,,,0.0,,,,,,,,,,0.0,inf,,,0.0,,False,False,False,False,M,N/A,Normal,Normal_Regime,Normal_Production
2016-04-30,5771000000,276000000.0,0.0478253335643735,25.4570255279541,311765000.0,7936609563.72,605955000.0,0,0.0478253335643735,,275999999.99999946,0.0,275999999.99999946,5495000000.000001,1559654563.7200005,0.444332950631483,0.0502274795268424,0.0,0.1102738853503184,0.2838315857543221,,0.0,inf,,,0.0,,False,True,False,False,M,N/A,Normal,Normal_Regime,Normal_Production
2016-07-31,5866000000,117000000.0,0.019945448346403,23.304298400878903,308395000.0,7186929105.34,615930000.0,0,0.019945448346403,,117000000.0,0.0,117000000.0,5749000000.0,704999105.3400002,0.2501181258201426,0.0203513654548617,0.0,0.1071368933727604,0.1226298669925204,1559654563.7200005,0.075016611191736,13.330380886495728,-854655458.3800001,-0.5479774036255336,0.1204130527862923,0.046223839854413,False,False,True,False,M,C4,Normal,Normal_Regime,Normal_Production
2016-10-31,5626000000,107000000.0,0.0190188410949164,23.987913131713867,305700000.0,7333105044.36,590730000.0,0,0.0190188410949164,,106999999.99999966,0.0,106999999.99999966,5519000000.000001,1116375044.3599987,0.3287017656024639,0.0193875702119948,0.0,0.1070356948722594,0.2022785005182095,704999105.3400002,0.1517732422488631,6.588776685420584,411375939.01999855,0.5835127107311776,0.2064139014675057,-0.0400069577317793,False,True,True,False,M,C3,Normal,Normal_Regime,Normal_Production
2017-01-31,8515000000,,,19.602237701416016,305670000.0,5991815998.19,894075000.0,0,,,,0.0,,,,,,,,,1116375044.3599987,0.0,inf,,,0.0,,False,False,False,False,M,N/A,Normal,Normal_Regime,Normal_Production
2017-04-30,5350000000,220000000.0,0.0411214953271028,19.623666763305664,305187008.0,5988888145.48,561750000.0,0,0.0411214953271028,,220000000.0,0.0,220000000.0,5130000000.0,77138145.47999954,0.1674245897621831,0.0428849902534113,0.0,0.1095029239766081,0.0150366755321636,,0.0,inf,,,0.0,,False,False,False,False,M,N/A,Normal,Normal_Regime,Normal_Production
2017-07-31,5636000000,282000000.0,0.0500354861603974,16.220569610595703,304500000.0,4939163446.43,591780000.0,0,0.0500354861603974,,281999999.99999976,0.0,281999999.99999976,5354000000.0,-1288616553.5699997,-0.0774816125457601,0.0526709002614866,0.0,0.1105304445274561,-0.2406829573347029,77138145.47999954,3.655778839965981,0.273539522978722,-1365754699.0499992,-17.705308969401052,0.1711419789381179,0.0436647173489279,False,False,False,False,M,C5,Normal,Normal_Regime,Normal_Production
2017-10-31,5281000000,121000000.0,0.0229123272107555,13.029993057250977,307000000.0,4000207868.58,554505000.0,0,0.0229123272107555,,120999999.9999998,0.0,120999999.9999998,5160000000.0,-1835297131.42,-0.2247659169418605,0.0234496124031007,0.0,0.1074622093023255,-0.3556777386472868,-1288616553.5699997,-0.0938991507324501,inf,-546680577.8500004,-0.4242383634879356,0.1812243818588106,-0.0362345909600299,False,False,True,False,M,Other,Normal,Normal_Regime,Normal_Production
2018-02-28,8666000000,,,20.730457305908203,,,909930000.0,0,,,,0.0,,,,,,,,,-1835297131.42,0.0,inf,,,0.0,,False,False,False,False,M,N/A,Normal,Normal_Regime,Normal_Production
2018-05-31,5541000000,238000000.0,0.0429525356433856,24.923215866088867,,,581805000.0,0,0.0429525356433856,,237999999.9999996,0.0,237999999.9999996,5303000000.0,,,0.0448802564586082,0.0,0.1097124269281538,,,0.0,inf,,,0.0,,False,False,False,False,M,N/A,Normal,Normal_Regime,Normal_Production
2018-08-31,5572000000,303000000.0,0.0543790380473797,26.35367584228516,,,585060000.0,0,0.0543790380473797,,302999999.9999997,0.0,302999999.9999997,5269000000.000001,,,0.0575061681533497,0.0,0.1110381476561017,,,0.0,inf,,,0.0,-0.0064114652083724,False,False,False,False,M,N/A,Normal,Normal_Regime,Normal_Production
