period_end,Revenue,OperatingIncome,Operating_Margin,price_at_period_end,shares_outstanding,market_cap,KBrand,Opex_Ratio,Selected_Margin,Benchmark_Margin,s_baseline_value,S_Surplus,s_total,V_Prod_base,K_Pi_prime,E_star,E_0,E_1,E_2,E_3,K_Pi_prime_lag,R_t,T_t,dK_Pi_prime,dK_Pi_prime_pct,PDI_t,PGR_t,Gate_C1,Gate_C2,Gate_C3,Speculative_Regime
2012-04-30,16537000000,1285000000.0,0.0777045413315595,38.55016326904297,,,1736385000.0,0,0.0777045413315595,,1284999999.9999995,0.0,1284999999.9999995,15252000000.000002,,,0.08425124573826379,0.0,0.11384638080251769,,,,inf,,,,,False,False,False,False
2012-07-31,16451000000,1255000000.0,0.0762871557960002,40.572845458984375,,,1727355000.0,0,0.0762871557960002,,1254999999.9999993,0.0,1254999999.9999993,15196000000.0,,,0.08258752303237689,0.0,0.11367168991839958,,,,inf,,,,-0.003671649619722106,False,False,False,False
2012-10-31,16601000000,1008000000.0,0.0607192337810975,42.89237976074219,,,1743105000.0,0,0.0607192337810975,,1007999999.9999995,0.0,1007999999.9999995,15593000000.000002,,,0.06464439171423071,0.0,0.11178766112999422,,,,inf,,,,0.026125296130560693,False,False,False,False
2013-02-28,22370000000,,,42.85076141357422,,,2348850000.0,0,,,,0.0,,,,,,,,,,,inf,,,,,False,False,False,False
2013-05-31,16706000000,1034000000.0,0.0618939303244343,47.5473518371582,,,1754130000.0,0,0.0618939303244343,,1033999999.9999994,0.0,1033999999.9999994,15672000000.0,,,0.06597753956100047,0.0,0.11192764165390505,,,,inf,,,,,False,False,False,False
2013-08-31,17117000000,1161000000.0,0.0678273061868318,43.58583831787109,,,1797285000.0,0,0.0678273061868318,,1161000000.0,0.0,1161000000.0,15956000000.000002,,,0.07276259714214088,0.0,0.11264007269992478,,,,inf,,,,0.01812149055640644,False,False,False,False
2013-11-30,17258000000,739000000.0,0.0428207208251245,44.297454833984375,,,1812090000.0,0,0.0428207208251245,,738999999.9999987,0.0,738999999.9999987,16519000000.0,,,0.04473636418669403,0.0,0.10969731823960288,,,,inf,,,,0.03528453246427654,False,False,False,False
2014-02-28,21516000000,,,43.66452026367188,,,2259180000.0,0,,,,0.0,,,,,,,,,,,inf,,,,,False,False,False,False
2014-05-31,17050000000,1053000000.0,0.0617595307917888,39.9217529296875,,,1790250000.0,0,0.0617595307917888,,1052999999.999999,0.0,1052999999.999999,15997000000.000002,,,0.06582484215790455,0.0,0.11191160842657998,,,,inf,,,,,False,False,False,False
2014-08-31,17406000000,1149000000.0,0.0660117200965184,42.63071823120117,,,1827630000.0,0,0.0660117200965184,,1148999999.9999993,0.0,1148999999.9999993,16257000000.0,,,0.07067724672448787,0.0,0.11242111090607124,,,,inf,,,,0.016253047446395996,False,False,False,False
2014-11-30,17732000000,916000000.0,0.0516580193999548,52.92051315307617,,,1861860000.0,0,0.0516580193999548,,915999999.9999985,0.0,915999999.9999985,16816000000.0,,,0.05447193149381532,0.0,0.11071955280685061,,,,inf,,,,0.03438518791905021,False,False,False,False
2015-01-31,21751000000,,,52.6416244506836,,,2283855000.0,0,,,,0.0,,,,,,,,,,,inf,,,,,False,False,False,False
2015-05-31,17119000000,1261000000.0,0.0736608446755067,57.49211120605469,,,1797495000.0,0,0.0736608446755067,,1260999999.999999,0.0,1260999999.999999,15858000000.0,,,0.07951822424013111,0.0,0.11334941354521377,,,,inf,,,,,False,False,False,False
2015-08-31,17427000000,1350000000.0,0.07746600103288,56.72549057006836,,,1829835000.0,0,0.07746600103288,,1349999999.9999998,0.0,1349999999.9999998,16077000000.0,,,0.08397089009143495,0.0,0.11381694345960067,,,,inf,,,,0.013810064320847415,False,False,False,False
2015-10-31,17613000000,962000000.0,0.0546187475160392,56.3386116027832,,,1849365000.0,0,0.0546187475160392,,961999999.9999985,0.0,961999999.9999985,16651000000.000002,,,0.057774307849378315,0.0,0.11106630232418473,,,,inf,,,,0.03570317845369164,False,False,False,False
2016-01-31,21626000000,,,53.27899932861328,616052000.0,32822634094.39,2270730000.0,0,,,,0.0,,,,,,,,,,,inf,,,,,False,False,False,False
2016-04-30,16196000000,1323000000.0,0.0816868362558656,58.973052978515625,595969000.0,35146111410.55,1700580000.0,0,0.0816868362558656,,1322999999.9999993,0.0,1322999999.9999993,14873000000.0,17249531410.550003,1.36308151755194,0.08895313655617557,0.0,0.11434007933839845,1.1597883016573658,,,inf,,,,,False,True,False,False
2016-07-31,16169000000,1241000000.0,0.0767518090172552,56.30652618408203,589275000.0,33180028217.12,1697745000.0,0,0.0767518090172552,,1240999999.9999993,0.0,1240999999.9999993,14928000000.0,15313283217.119999,1.2226707005037514,0.08313236870310821,0.0,0.11372889871382637,1.0258094330868166,17249531410.550003,0.07194398331545343,13.899702989967778,-1936248193.4300041,-0.11224932129146264,0.3905895682201257,0.003697976198480557,False,True,True,False
2016-10-31,16441000000,1057000000.0,0.0642904932789976,51.78310394287109,574865000.0,29768294048.12,1726305000.0,0,0.0642904932789976,,1056999999.9999996,0.0,1056999999.9999996,15384000000.0,11600989048.119999,0.9350165137883515,0.06870774830993237,0.0,0.1122143135725429,0.7540944519058762,15313283217.119999,0.06902504087551199,14.487495948079474,-3712294169.0,-0.24242313789701977,0.22162608607168924,0.030546623794212246,False,True,True,False
2017-01-31,20690000000,,,48.99302673339844,561695000.0,27519138151.02,2172450000.0,0,,,,0.0,,,,,,,,,11600989048.119999,,inf,,,,,False,False,False,False
2017-04-30,16223000000,1178000000.0,0.0726129569130247,42.82674026489258,552675008.0,23669269018.51,1703415000.0,0,0.0726129569130247,,1177999999.9999998,0.0,1177999999.9999998,15045000000.0,5742854018.509998,0.5732315731811232,0.0782984380192755,0.0,0.11322133599202393,0.38171179916982373,,,inf,,,,,False,True,False,False
2017-07-31,16634000000,1114000000.0,0.0669712636768065,43.92787170410156,551708032.0,24235359647.82,1746570000.0,0,0.0669712636768065,,1113999999.9999993,0.0,1113999999.9999993,15520000000.0,5854789647.82,0.5615566783389175,0.07177835051546387,0.0,0.11253672680412372,0.37724160101932985,5742854018.509998,0.1939802050355844,5.155165187172353,111935629.31000137,0.019491289339624105,0.9086937138999682,0.03157195081422404,False,True,True,False
2017-10-31,16667000000,869000000.0,0.0521389572208555,46.28059005737305,526112992.0,24348819706.61,1750035000.0,0,0.0521389572208555,,868999999.9999986,0.0,868999999.9999986,15798000000.000002,5931784706.610001,0.5412596345493099,0.05500696290669695,0.0,0.11077573110520318,0.37547694053740976,5854789647.82,0.14842548618694887,6.737387396800931,76995058.79000092,0.013150781398042136,0.9186094493046469,0.017912371134020777,False,True,True,False
2018-02-28,22766000000,1129000000.0,0.0495914960906615,60.21907424926758,,,2390430000.0,0,0.0495914960906615,,1128999999.9999998,0.0,1128999999.9999998,21637000000.0,,,0.05217913758839025,0.0,0.11047880944678097,,5931784706.610001,0.19033057601398018,5.254016569185121,,,,0.36960374730978596,False,False,True,False
2018-05-31,16781000000,1041000000.0,0.0620344437161075,58.70600509643555,,,1762005000.0,0,0.0620344437161075,,1041000000.0,0.0,1041000000.0,15740000000.0,,,0.06613722998729352,0.0,0.11194440914866582,,,,inf,,,,-0.2725424042150021,False,False,False,False
2018-08-31,17776000000,1133000000.0,0.0637376237623762,71.02691650390625,,,1866480000.0,0,0.0637376237623762,,1132999999.9999993,0.0,1132999999.9999993,16643000000.0,,,0.06807666886979506,0.0,0.11214805023132848,,,,inf,,,,0.05736975857687421,False,False,False,False
